Campaign_ID,Date,Campaign_Name,Campaign_Type,Channel,Region,Device,Customer_Segment,Spend,CTR,CPC,Clicks,Impressions
1914,2025-08-25,Black Friday,Promotional,YouTube,North,Desktop,Returning,46896,0.96,4.48,10468,1090417
8804,2025-08-25,Black Friday,Promotional,Google Search,North,Mobile,New,37690,6.1,54.99,685,11230
3884,2025-08-25,Summer Sale,Seasonal,Google Search,Central,Desktop,New,65913,4.42,21.47,3070,69457
4601,2025-08-25,Winter Sale,Seasonal,Google Search,South,Mobile,Loyal,34306,6.54,38.9,882,13486
5347,2025-08-25,Diwali Bonanza,Festival,Facebook,West,Mobile,Returning,81031,1.61,14.09,5751,357205
615,2025-08-25,Mega Clearance,Clearance,YouTube,South,Desktop,New,18751,1.11,10.43,1798,161982
2104,2025-08-25,Flash Sale,Promotional,Google Search,South,Desktop,New,39931,6.54,24.5,1630,24924
9954,2025-08-25,Diwali Bonanza,Festival,Instagram,North,Mobile,Premium,70715,2.1,20.1,3518,167524
2840,2025-08-25,Summer Sale,Seasonal,Facebook,West,Mobile,New,59261,1.92,14.07,4212,219375
4285,2025-08-25,New Year Blast,Festival,Facebook,North,Mobile,Loyal,71896,2.1,23.41,3071,146238
4347,2025-08-25,Summer Sale,Seasonal,Instagram,West,Mobile,New,57023,2.56,15.04,3791,148086
6929,2025-08-25,New Year Blast,Festival,Facebook,North,Mobile,Returning,129300,2.28,11.99,10784,472982
1033,2025-08-25,Summer Sale,Seasonal,Instagram,North,Mobile,New,67364,2.57,14.46,4659,181284
6943,2025-08-25,Summer Sale,Seasonal,Google Search,North,Desktop,New,67789,4.2,45.15,1501,35738
3075,2025-08-25,Weekend Special,Promotional,Facebook,North,Mobile,Premium,26271,1.87,15.85,1657,88610
7532,2025-08-25,Flash Sale,Promotional,YouTube,West,Mobile,New,27075,1.81,5.01,5404,298564
6699,2025-08-25,Weekend Special,Promotional,Instagram,East,Mobile,Loyal,31753,1.56,24.85,1278,81923
1902,2025-08-25,Summer Sale,Seasonal,Facebook,East,Mobile,Premium,67462,2.9,23.99,2812,96966
7355,2025-08-25,Winter Sale,Seasonal,Facebook,South,Mobile,New,49727,2.77,22.94,2168,78267
5336,2025-08-25,New Year Blast,Festival,LinkedIn,North,Desktop,Loyal,94693,4.73,90.98,1041,22008
2259,2025-08-25,Weekend Special,Promotional,Facebook,South,Mobile,New,47986,2.64,21.81,2200,83333
1887,2025-08-25,Summer Sale,Seasonal,YouTube,West,Mobile,New,30138,0.88,9.74,3094,351591
1268,2025-08-25,Diwali Bonanza,Festival,Google Search,Central,Mobile,Returning,62453,5.97,30.99,2015,33752
3801,2025-08-25,Back to School,Seasonal,Facebook,North,Mobile,Returning,61420,2.33,13.25,4635,198927
7673,2025-08-25,Festive Combo,Festival,Google Search,West,Mobile,New,127291,6.15,26.43,4816,78309
6324,2025-08-25,Summer Sale,Seasonal,YouTube,Central,Mobile,Returning,44970,0.96,12.79,3516,366250
879,2025-08-25,Festive Combo,Festival,Facebook,West,Mobile,New,63501,2.46,19.49,3258,132439
9457,2025-08-25,Weekend Special,Promotional,Facebook,North,Mobile,Premium,47472,2.45,24.66,1925,78571
8054,2025-08-25,New Year Blast,Festival,Email,South,Desktop,Loyal,122278,6.19,3.28,37280,602262
9732,2025-08-25,New Year Blast,Festival,Google Search,North,Mobile,New,137024,5.84,43.27,3167,54229
5331,2025-08-25,Mega Clearance,Clearance,Email,East,Mobile,Loyal,27170,8.15,4.33,6275,76994
4548,2025-08-25,Mega Clearance,Clearance,Facebook,East,Mobile,Returning,28602,2.08,8.83,3239,155721
1807,2025-08-25,Flash Sale,Promotional,Email,West,Desktop,Loyal,47576,5.96,4.24,11221,188272
9094,2025-08-25,Winter Sale,Seasonal,Instagram,Central,Mobile,Premium,53667,2.04,18.84,2849,139657
9692,2025-08-26,Black Friday,Promotional,Instagram,Central,Mobile,New,34910,2.44,10.33,3379,138484
7462,2025-08-26,Mega Clearance,Clearance,LinkedIn,South,Desktop,Premium,12941,2.07,125.89,103,4976
770,2025-08-26,Black Friday,Promotional,Facebook,South,Mobile,New,47593,1.79,13.12,3628,202682
372,2025-08-26,Black Friday,Promotional,Facebook,North,Mobile,New,45824,2.06,17.95,2553,123932
3680,2025-08-26,Black Friday,Promotional,Google Search,South,Mobile,New,29347,4.67,50.19,585,12527
8129,2025-08-26,Black Friday,Promotional,Facebook,Central,Mobile,Returning,38025,2.74,14.02,2712,98978
8849,2025-08-26,Mega Clearance,Clearance,Google Search,Central,Mobile,Premium,14183,4.59,25.61,554,12070
2600,2025-08-26,New Year Blast,Festival,Facebook,Central,Mobile,Returning,124143,2.97,18.18,6829,229933
3091,2025-08-26,Flash Sale,Promotional,Google Search,Central,Desktop,New,29204,4.87,40.84,715,14682
9924,2025-08-26,Winter Sale,Seasonal,Google Search,North,Mobile,New,31145,6.96,49.47,630,9052
3772,2025-08-26,Weekend Special,Promotional,Google Search,Central,Mobile,Premium,44397,5.31,30.01,1479,27853
1526,2025-08-26,Mega Clearance,Clearance,Google Search,East,Mobile,New,14769,5.11,35.73,413,8082
9615,2025-08-26,Mega Clearance,Clearance,Instagram,Central,Mobile,New,27837,2.57,26.41,1054,41012
5138,2025-08-26,Back to School,Seasonal,YouTube,East,Mobile,Returning,57924,1.94,14.45,4009,206649
5169,2025-08-26,Black Friday,Promotional,YouTube,West,Mobile,Returning,31952,1.49,13.59,2351,157785
678,2025-08-26,Diwali Bonanza,Festival,YouTube,South,Mobile,Returning,99582,1.16,10.15,9811,845776
1597,2025-08-26,Festive Combo,Festival,Facebook,Central,Mobile,Returning,142187,2.21,22.93,6201,280588
6081,2025-08-26,Weekend Special,Promotional,Facebook,West,Mobile,New,37085,1.73,13.98,2653,153353
231,2025-08-26,Diwali Bonanza,Festival,Facebook,North,Mobile,Returning,91584,1.95,20.03,4572,234462
7490,2025-08-26,Winter Sale,Seasonal,Facebook,East,Mobile,New,67953,1.89,12.28,5534,292804
2022,2025-08-26,Festive Combo,Festival,YouTube,West,Mobile,New,66545,0.97,14.65,4542,468247
4460,2025-08-26,Flash Sale,Promotional,Facebook,East,Mobile,New,36372,2.08,20.55,1770,85096
1564,2025-08-27,Diwali Bonanza,Festival,Instagram,West,Mobile,Loyal,143889,1.67,11.06,13010,779042
7689,2025-08-27,Diwali Bonanza,Festival,Facebook,Central,Mobile,New,117840,2.11,24.02,4906,232512
2925,2025-08-27,Flash Sale,Promotional,YouTube,North,Mobile,New,23688,1.05,10.53,2250,214286
2175,2025-08-27,Winter Sale,Seasonal,Instagram,North,Mobile,Premium,36474,1.43,15.54,2347,164126
8406,2025-08-27,Weekend Special,Promotional,Instagram,North,Mobile,New,29340,2.18,26.67,1100,50459
7943,2025-08-27,Festive Combo,Festival,Instagram,West,Mobile,Returning,136558,1.28,21.58,6328,494375
2932,2025-08-27,Diwali Bonanza,Festival,Facebook,North,Mobile,Returning,143634,2.17,13.11,10956,504885
9628,2025-08-27,Summer Sale,Seasonal,Google Search,North,Desktop,Returning,61116,4.92,49.3,1240,25203
4272,2025-08-27,Winter Sale,Seasonal,Instagram,East,Mobile,Premium,37934,2.47,15.9,2386,96599
8094,2025-08-27,Diwali Bonanza,Festival,Google Search,Central,Mobile,Returning,128080,5.13,55.14,2323,45283
585,2025-08-27,Back to School,Seasonal,Instagram,Central,Mobile,Returning,64962,2.76,25.11,2587,93732
6982,2025-08-27,Flash Sale,Promotional,Facebook,West,Desktop,New,45643,2.83,21.94,2080,73498
1680,2025-08-27,Flash Sale,Promotional,Instagram,North,Mobile,Returning,22951,2.34,19.09,1202,51368
7253,2025-08-27,Festive Combo,Festival,Facebook,East,Mobile,New,108180,2.3,12.49,8661,376565
9166,2025-08-27,Back to School,Seasonal,Google Search,East,Mobile,Premium,64029,5.26,59.77,1071,20361
3803,2025-08-27,Weekend Special,Promotional,Facebook,East,Desktop,New,29721,2.6,13.66,2176,83692
3428,2025-08-27,Back to School,Seasonal,Instagram,Central,Mobile,New,51097,1.72,11.35,4502,261744
6310,2025-08-27,Winter Sale,Seasonal,Facebook,West,Mobile,Loyal,44444,1.8,14.59,3046,169222
9926,2025-08-27,Black Friday,Promotional,Facebook,Central,Desktop,New,36157,2.6,23.65,1529,58808
53,2025-08-27,Diwali Bonanza,Festival,Facebook,West,Mobile,New,88043,2.12,13.62,6464,304906
9028,2025-08-27,Back to School,Seasonal,Facebook,East,Desktop,Returning,51302,2.5,14.05,3651,146040
586,2025-08-27,Diwali Bonanza,Festival,Facebook,West,Desktop,Returning,72748,1.97,18.96,3837,194772
9679,2025-08-27,Back to School,Seasonal,Google Search,South,Mobile,Loyal,63344,4.19,32.5,1949,46516
2513,2025-08-27,Weekend Special,Promotional,Instagram,South,Mobile,Premium,39106,2.48,10.48,3731,150444
100,2025-08-27,Festive Combo,Festival,Email,East,Mobile,Loyal,93289,6.79,1.04,89701,1321075
9164,2025-08-27,Winter Sale,Seasonal,Instagram,West,Desktop,Loyal,33458,1.57,12.26,2729,173822
9499,2025-08-27,Black Friday,Promotional,YouTube,South,Mobile,New,35503,1.9,5.57,6374,335474
5102,2025-08-27,New Year Blast,Festival,Facebook,East,Mobile,New,84445,2.75,10.04,8411,305855
5234,2025-08-27,Winter Sale,Seasonal,Facebook,North,Desktop,Returning,67602,2.19,22.19,3047,139132
4664,2025-08-28,New Year Blast,Festival,Instagram,South,Mobile,Returning,132842,2.45,18.64,7127,290898
5111,2025-08-28,Winter Sale,Seasonal,Email,Central,Desktop,Loyal,55953,7.27,2.24,24979,343590
3128,2025-08-28,Winter Sale,Seasonal,Google Search,South,Mobile,Returning,52590,5.77,58.06,906,15702
3705,2025-08-28,Mega Clearance,Clearance,Email,North,Desktop,New,17292,10.9,3.97,4356,39963
3582,2025-08-28,Summer Sale,Seasonal,Google Search,North,Mobile,New,67471,6.44,22.69,2974,46180
776,2025-08-28,Back to School,Seasonal,Instagram,South,Mobile,Premium,52226,2.57,24.3,2149,83619
2049,2025-08-28,Mega Clearance,Clearance,LinkedIn,West,Mobile,Returning,17527,2.66,82.83,212,7970
6160,2025-08-28,Black Friday,Promotional,Email,North,Desktop,Loyal,37186,9.72,2.81,13233,136142
4640,2025-08-28,Winter Sale,Seasonal,Google Search,North,Desktop,Loyal,46240,5.74,26.21,1764,30732
8379,2025-08-28,Weekend Special,Promotional,Google Search,West,Desktop,New,33623,4.17,39.97,841,20168
3327,2025-08-28,Festive Combo,Festival,Facebook,North,Mobile,Returning,77025,2.75,22.71,3392,123345
6108,2025-08-28,Black Friday,Promotional,Google Search,South,Desktop,Loyal,27664,4.84,46.0,601,12417
3957,2025-08-28,Black Friday,Promotional,Facebook,West,Desktop,Loyal,49718,1.99,12.7,3915,196734
9966,2025-08-28,Diwali Bonanza,Festival,Google Search,West,Mobile,New,115796,4.21,43.21,2680,63658
5881,2025-08-28,New Year Blast,Festival,Google Search,North,Mobile,New,136929,4.76,58.05,2359,49559
3126,2025-08-28,Diwali Bonanza,Festival,Email,South,Desktop,Returning,62072,11.68,4.81,12905,110488
6389,2025-08-28,Festive Combo,Festival,Google Search,East,Desktop,Loyal,100730,4.86,24.52,4108,84527
619,2025-08-28,Flash Sale,Promotional,Instagram,North,Desktop,Premium,26054,2.31,15.07,1729,74848
897,2025-08-28,Diwali Bonanza,Festival,Email,East,Mobile,Loyal,131938,6.65,1.31,100716,1514526
6375,2025-08-28,Festive Combo,Festival,Facebook,North,Mobile,Loyal,115311,1.63,13.13,8782,538773
9913,2025-08-28,Black Friday,Promotional,Facebook,West,Desktop,New,38168,2.7,10.52,3628,134370
6883,2025-08-28,New Year Blast,Festival,Google Search,East,Mobile,New,140837,5.51,35.55,3962,71906
7181,2025-08-28,Back to School,Seasonal,Facebook,South,Mobile,Returning,43948,2.14,18.65,2356,110093
4778,2025-08-28,Mega Clearance,Clearance,Email,East,Mobile,Returning,11057,5.16,2.57,4302,83372
1353,2025-08-28,New Year Blast,Festival,Facebook,East,Desktop,Returning,111088,2.96,23.19,4790,161824
2405,2025-08-28,Black Friday,Promotional,Instagram,East,Mobile,New,26556,2.69,22.1,1202,44684
7360,2025-08-28,Flash Sale,Promotional,YouTube,North,Desktop,Returning,39210,1.68,10.54,3720,221429
3013,2025-08-28,Back to School,Seasonal,YouTube,South,Mobile,Returning,37254,1.9,7.29,5110,268947
4187,2025-08-29,Mega Clearance,Clearance,Google Search,North,Mobile,New,23393,6.58,49.58,472,7173
3136,2025-08-29,Diwali Bonanza,Festival,Facebook,East,Mobile,New,118876,2.33,10.34,11497,493433
5688,2025-08-29,New Year Blast,Festival,YouTube,Central,Mobile,New,149921,1.6,13.25,11315,707188
968,2025-08-29,Weekend Special,Promotional,YouTube,West,Mobile,Loyal,20226,1.72,6.75,2996,174186
2798,2025-08-29,Back to School,Seasonal,Facebook,Central,Mobile,New,33455,1.86,23.21,1441,77473
1620,2025-08-29,New Year Blast,Festival,YouTube,East,Mobile,New,137110,0.93,9.25,14823,1593871
8349,2025-08-29,Winter Sale,Seasonal,Instagram,North,Mobile,New,36948,2.46,16.33,2263,91992
6731,2025-08-29,Black Friday,Promotional,Google Search,South,Desktop,Loyal,29534,6.24,59.27,498,7981
3487,2025-08-29,Flash Sale,Promotional,Google Search,North,Desktop,New,33221,5.41,37.31,890,16451
5317,2025-08-29,Flash Sale,Promotional,YouTube,East,Mobile,New,33097,1.89,12.96,2554,135132
4883,2025-08-29,Summer Sale,Seasonal,Instagram,North,Mobile,New,36883,2.52,27.05,1364,54127
4042,2025-08-29,Flash Sale,Promotional,YouTube,East,Mobile,New,32400,1.72,13.36,2425,140988
8697,2025-08-29,Weekend Special,Promotional,Facebook,West,Desktop,New,34835,2.7,14.46,2409,89222
6260,2025-08-29,Winter Sale,Seasonal,Facebook,Central,Desktop,Premium,38588,2.72,23.18,1665,61213
7242,2025-08-29,Diwali Bonanza,Festival,YouTube,South,Mobile,Premium,115027,1.49,9.45,12172,816913
1556,2025-08-29,Diwali Bonanza,Festival,YouTube,South,Mobile,New,126127,1.27,5.84,21597,1700551
8886,2025-08-29,Flash Sale,Promotional,Facebook,South,Mobile,Returning,30200,2.4,17.99,1679,69958
8641,2025-08-29,Black Friday,Promotional,Instagram,East,Mobile,Premium,47410,2.33,23.66,2004,86009
8155,2025-08-29,Weekend Special,Promotional,LinkedIn,South,Desktop,Returning,27064,2.09,112.02,242,11579
2410,2025-08-29,Summer Sale,Seasonal,Instagram,North,Mobile,Premium,40415,1.23,14.52,2783,226260
9893,2025-08-29,Winter Sale,Seasonal,Google Search,East,Desktop,New,32815,5.37,23.73,1383,25754
5428,2025-08-29,Festive Combo,Festival,Facebook,Central,Mobile,Premium,111580,2.77,20.91,5336,192635
7336,2025-08-29,Flash Sale,Promotional,Google Search,West,Mobile,Premium,28062,4.53,24.09,1165,25717
395,2025-08-29,Diwali Bonanza,Festival,YouTube,West,Mobile,Loyal,67152,1.57,5.73,11719,746433
4721,2025-08-29,Winter Sale,Seasonal,Google Search,East,Mobile,Returning,54384,5.48,38.36,1418,25876
8958,2025-08-29,Flash Sale,Promotional,YouTube,West,Mobile,New,32844,1.69,8.08,4065,240533
236,2025-08-29,Weekend Special,Promotional,Google Search,East,Mobile,Returning,48927,5.4,52.11,939,17389
1917,2025-08-30,Festive Combo,Festival,Instagram,North,Mobile,New,114018,1.41,15.14,7531,534113
7818,2025-08-30,New Year Blast,Festival,Instagram,West,Mobile,Premium,120315,1.3,27.19,4425,340385
216,2025-08-30,Mega Clearance,Clearance,Google Search,Central,Desktop,Returning,24908,5.12,48.08,518,10117
6539,2025-08-30,Summer Sale,Seasonal,Facebook,East,Mobile,New,31084,2.19,19.32,1609,73470
4256,2025-08-30,Flash Sale,Promotional,Instagram,South,Mobile,Loyal,23726,1.27,29.08,816,64252
2999,2025-08-30,Flash Sale,Promotional,Facebook,North,Mobile,New,26379,2.31,16.61,1588,68745
7275,2025-08-30,New Year Blast,Festival,Google Search,Central,Mobile,New,68298,5.54,33.37,2047,36949
2343,2025-08-30,Weekend Special,Promotional,Instagram,South,Mobile,Returning,42159,2.49,10.93,3857,154900
7244,2025-08-30,Weekend Special,Promotional,Email,East,Desktop,Loyal,29664,5.98,1.04,28523,476973
4483,2025-08-30,Festive Combo,Festival,Facebook,Central,Mobile,Returning,120715,1.7,20.22,5970,351176
299,2025-08-30,Summer Sale,Seasonal,LinkedIn,North,Desktop,Premium,67249,3.1,121.46,554,17871
206,2025-08-30,Black Friday,Promotional,Google Search,North,Desktop,New,27629,4.3,33.21,832,19349
9081,2025-08-30,Weekend Special,Promotional,Google Search,East,Mobile,Returning,43829,6.6,34.54,1269,19227
1228,2025-08-30,Flash Sale,Promotional,Google Search,Central,Desktop,New,40488,6.91,52.93,765,11071
5285,2025-08-30,Festive Combo,Festival,Instagram,East,Mobile,Returning,89133,1.82,16.79,5309,291703
9804,2025-08-30,Back to School,Seasonal,Google Search,South,Mobile,Returning,51105,6.34,58.88,868,13691
7553,2025-08-30,Back to School,Seasonal,Google Search,South,Mobile,Premium,30787,5.56,36.39,846,15216
5895,2025-08-30,Weekend Special,Promotional,YouTube,South,Mobile,New,26561,1.81,7.94,3345,184807
7987,2025-08-30,Black Friday,Promotional,YouTube,West,Mobile,Premium,34110,1.57,4.64,7351,468217
478,2025-08-30,Flash Sale,Promotional,Instagram,Central,Mobile,Premium,28509,2.08,14.74,1934,92981
6345,2025-08-30,Flash Sale,Promotional,Google Search,Central,Desktop,Returning,45174,6.02,22.89,1974,32791
2355,2025-08-30,Summer Sale,Seasonal,Google Search,Central,Desktop,Returning,34937,6.17,24.47,1428,23144
9449,2025-08-30,Mega Clearance,Clearance,Google Search,South,Mobile,New,19127,5.62,42.64,449,7989
3661,2025-08-30,Winter Sale,Seasonal,Instagram,South,Mobile,Loyal,59832,1.69,10.95,5464,323314
8464,2025-08-30,Back to School,Seasonal,Facebook,East,Desktop,Premium,60812,2.39,23.29,2611,109247
8452,2025-08-30,Diwali Bonanza,Festival,Instagram,East,Mobile,Premium,101900,1.9,10.8,9435,496579
1137,2025-08-30,Weekend Special,Promotional,Email,East,Desktop,Loyal,21856,9.88,1.44,15178,153623
3336,2025-08-30,New Year Blast,Festival,Instagram,North,Mobile,Premium,74210,2.53,13.78,5385,212846
565,2025-08-30,Winter Sale,Seasonal,YouTube,South,Mobile,Premium,34434,1.81,4.71,7311,403923
6953,2025-08-30,Weekend Special,Promotional,Email,North,Desktop,Loyal,37869,7.45,2.9,13058,175275
5561,2025-08-31,Flash Sale,Promotional,YouTube,North,Desktop,Loyal,26905,1.05,5.82,4623,440286
4176,2025-08-31,Summer Sale,Seasonal,Facebook,South,Mobile,Returning,30568,2.86,8.07,3788,132448
19,2025-08-31,Weekend Special,Promotional,Facebook,West,Mobile,New,24335,2.36,12.13,2006,85000
1214,2025-08-31,Weekend Special,Promotional,Google Search,North,Mobile,New,30819,4.49,48.6,634,14120
3279,2025-08-31,Winter Sale,Seasonal,Instagram,North,Mobile,Loyal,45284,2.48,24.2,1871,75444
7060,2025-08-31,Mega Clearance,Clearance,Email,West,Mobile,Loyal,12408,5.57,3.86,3215,57720
7772,2025-08-31,Back to School,Seasonal,Google Search,East,Desktop,New,35530,6.73,41.65,853,12675
3565,2025-08-31,Back to School,Seasonal,Facebook,North,Mobile,Returning,50950,2.81,15.12,3370,119929
3213,2025-08-31,Summer Sale,Seasonal,LinkedIn,East,Mobile,Returning,60845,4.71,131.15,464,9851
69,2025-08-31,Festive Combo,Festival,Instagram,Central,Mobile,New,113005,1.69,21.63,5224,309112
641,2025-08-31,Black Friday,Promotional,Facebook,West,Mobile,New,21738,1.67,10.54,2062,123473
8735,2025-08-31,Mega Clearance,Clearance,Google Search,West,Mobile,Premium,25869,4.04,42.27,612,15149
4158,2025-08-31,Festive Combo,Festival,Instagram,North,Mobile,New,127741,2.14,25.41,5027,234907
1133,2025-08-31,Mega Clearance,Clearance,Facebook,Central,Mobile,New,27306,1.79,11.53,2368,132291
2326,2025-08-31,Black Friday,Promotional,Email,East,Desktop,Loyal,21474,11.16,4.24,5065,45385
5360,2025-08-31,Summer Sale,Seasonal,Instagram,West,Mobile,Premium,56178,1.38,26.59,2113,153116
6721,2025-08-31,Flash Sale,Promotional,Google Search,East,Mobile,Returning,21907,6.01,22.87,958,15940
166,2025-08-31,Black Friday,Promotional,Google Search,East,Mobile,New,30160,5.19,52.62,573,11040
6651,2025-08-31,New Year Blast,Festival,Google Search,North,Desktop,Premium,82103,4.18,52.66,1559,37297
8635,2025-08-31,Festive Combo,Festival,Facebook,South,Mobile,Loyal,117075,2.55,9.86,11874,465647
502,2025-08-31,Black Friday,Promotional,Instagram,West,Mobile,Premium,45263,2.03,29.64,1527,75222
5226,2025-08-31,Mega Clearance,Clearance,Google Search,East,Desktop,Loyal,29662,4.43,42.0,706,15937
9535,2025-08-31,Mega Clearance,Clearance,Google Search,South,Desktop,Returning,21917,4.57,44.7,490,10722
8141,2025-08-31,Flash Sale,Promotional,LinkedIn,South,Mobile,Premium,28369,2.81,115.08,247,8790
5243,2025-08-31,Weekend Special,Promotional,Instagram,Central,Mobile,Premium,22902,1.39,14.61,1568,112806
2399,2025-08-31,Mega Clearance,Clearance,Facebook,North,Mobile,Returning,13832,1.57,16.36,845,53822
1207,2025-08-31,Weekend Special,Promotional,Facebook,Central,Desktop,Returning,28190,1.71,18.48,1525,89181
6950,2025-08-31,Mega Clearance,Clearance,Google Search,Central,Mobile,New,17465,6.24,32.05,545,8734
7203,2025-08-31,Weekend Special,Promotional,Instagram,West,Mobile,New,22955,2.65,24.28,945,35660
7399,2025-08-31,Summer Sale,Seasonal,Google Search,North,Mobile,Premium,39043,5.5,41.35,944,17164
3315,2025-08-31,Summer Sale,Seasonal,Instagram,West,Mobile,Premium,66829,1.5,24.91,2683,178867
7401,2025-08-31,Weekend Special,Promotional,Facebook,West,Desktop,Premium,32643,2.86,19.75,1653,57797
8272,2025-08-31,Festive Combo,Festival,Facebook,West,Mobile,Loyal,145524,1.57,22.43,6488,413248
4990,2025-08-31,Mega Clearance,Clearance,Instagram,West,Mobile,New,27048,2.2,29.28,924,42000
2998,2025-08-31,Winter Sale,Seasonal,Facebook,Central,Mobile,New,53743,1.76,21.9,2454,139432
8174,2025-08-31,Winter Sale,Seasonal,YouTube,North,Desktop,Returning,44182,1.3,5.62,7862,604769
3800,2025-09-01,Summer Sale,Seasonal,Google Search,West,Mobile,Loyal,52420,6.19,36.97,1418,22908
5549,2025-09-01,Black Friday,Promotional,Instagram,North,Mobile,Loyal,24181,1.67,16.39,1475,88323
612,2025-09-01,Black Friday,Promotional,Instagram,East,Mobile,New,28663,1.28,19.28,1487,116172
2844,2025-09-01,New Year Blast,Festival,Email,East,Desktop,New,91460,7.73,2.68,34127,441488
47,2025-09-01,Winter Sale,Seasonal,YouTube,Central,Desktop,Returning,44722,0.98,4.51,9916,1011837
3340,2025-09-01,Festive Combo,Festival,Google Search,East,Mobile,Premium,149668,5.85,33.9,4415,75470
5823,2025-09-01,New Year Blast,Festival,Facebook,South,Desktop,Returning,76372,2.42,12.85,5943,245579
5545,2025-09-01,Mega Clearance,Clearance,Instagram,East,Mobile,Returning,14968,1.95,29.25,512,26256
2907,2025-09-01,Summer Sale,Seasonal,YouTube,South,Mobile,New,32466,1.71,7.6,4272,249825
6392,2025-09-01,Winter Sale,Seasonal,Facebook,North,Desktop,Returning,30300,2.19,14.43,2100,95890
5508,2025-09-01,Black Friday,Promotional,Facebook,South,Mobile,New,34558,1.75,16.61,2081,118914
7456,2025-09-01,Diwali Bonanza,Festival,YouTube,Central,Mobile,Returning,102215,1.81,7.55,13538,747956
6022,2025-09-01,Diwali Bonanza,Festival,Email,South,Mobile,Loyal,75420,11.2,1.74,43345,387009
4695,2025-09-01,New Year Blast,Festival,Facebook,East,Desktop,New,112892,2.17,14.2,7950,366359
4381,2025-09-01,Diwali Bonanza,Festival,Instagram,Central,Mobile,New,110881,1.32,18.54,5981,453106
8576,2025-09-01,Summer Sale,Seasonal,Email,Central,Mobile,Loyal,64275,5.32,2.08,30901,580846
598,2025-09-01,Mega Clearance,Clearance,Facebook,South,Mobile,New,22503,2.32,19.26,1168,50345
4263,2025-09-01,Winter Sale,Seasonal,Google Search,Central,Mobile,New,69331,5.36,22.08,3140,58582
7277,2025-09-01,Festive Combo,Festival,Email,South,Desktop,Premium,142509,8.1,4.27,33374,412025
2237,2025-09-01,Mega Clearance,Clearance,YouTube,North,Mobile,New,19044,1.93,6.31,3018,156373
3720,2025-09-01,Flash Sale,Promotional,LinkedIn,South,Desktop,Premium,48658,2.2,141.23,345,15682
3484,2025-09-01,Winter Sale,Seasonal,Google Search,Central,Mobile,New,49597,4.79,55.25,898,18747
5353,2025-09-01,Winter Sale,Seasonal,Facebook,North,Mobile,New,52262,2.79,16.55,3158,113190
7083,2025-09-01,Flash Sale,Promotional,Facebook,South,Mobile,New,33148,2.81,12.25,2706,96299
6408,2025-09-01,Festive Combo,Festival,Facebook,South,Mobile,Premium,110189,1.64,23.49,4691,286037
8066,2025-09-01,New Year Blast,Festival,Google Search,North,Desktop,Premium,131141,4.21,59.2,2215,52613
1462,2025-09-01,Back to School,Seasonal,Instagram,East,Mobile,New,45298,2.21,28.04,1615,73077
4578,2025-09-01,Back to School,Seasonal,Google Search,Central,Mobile,Premium,63981,5.84,31.7,2018,34555
9229,2025-09-02,Flash Sale,Promotional,Instagram,East,Mobile,New,30224,1.53,24.52,1233,80588
4944,2025-09-02,New Year Blast,Festival,Facebook,West,Mobile,New,134447,2.49,19.42,6923,278032
1505,2025-09-02,Flash Sale,Promotional,Google Search,Central,Mobile,New,32285,4.91,44.77,721,14684
7033,2025-09-02,Back to School,Seasonal,Email,North,Desktop,Returning,59151,10.87,1.14,51887,477341
2013,2025-09-02,Flash Sale,Promotional,Instagram,North,Mobile,New,37928,1.77,13.7,2768,156384
1299,2025-09-02,Mega Clearance,Clearance,Email,North,Desktop,Loyal,11673,10.53,1.29,9049,85935
6615,2025-09-02,Weekend Special,Promotional,YouTube,East,Mobile,New,25281,1.56,11.42,2214,141923
9045,2025-09-02,Summer Sale,Seasonal,LinkedIn,West,Desktop,Premium,51362,4.68,137.25,374,7991
4361,2025-09-02,Weekend Special,Promotional,Facebook,West,Desktop,Premium,35676,2.5,19.45,1834,73360
3595,2025-09-02,Black Friday,Promotional,Email,East,Desktop,Loyal,30516,8.71,3.06,9973,114501
4668,2025-09-02,New Year Blast,Festival,Google Search,South,Desktop,Returning,124236,4.77,27.4,4534,95052
4804,2025-09-02,Diwali Bonanza,Festival,Instagram,East,Mobile,New,103394,1.86,13.56,7625,409946
9557,2025-09-02,New Year Blast,Festival,Facebook,West,Mobile,Loyal,82146,1.93,15.28,5376,278549
5949,2025-09-02,Weekend Special,Promotional,Facebook,North,Mobile,New,30555,1.73,22.55,1355,78324
2577,2025-09-02,Weekend Special,Promotional,Facebook,Central,Mobile,New,30461,1.61,9.04,3370,209317
2445,2025-09-02,Winter Sale,Seasonal,Facebook,North,Mobile,Returning,32213,2.1,13.08,2463,117286
2377,2025-09-02,Mega Clearance,Clearance,YouTube,West,Mobile,Loyal,27962,1.06,12.27,2279,215000
9301,2025-09-02,New Year Blast,Festival,Facebook,South,Mobile,New,95537,2.27,24.05,3972,174978
2901,2025-09-02,Back to School,Seasonal,YouTube,East,Mobile,New,45142,1.56,4.89,9231,591731
7888,2025-09-02,Summer Sale,Seasonal,Email,East,Desktop,New,58638,7.02,4.45,13177,187707
1006,2025-09-02,Summer Sale,Seasonal,YouTube,North,Desktop,Premium,39606,0.98,8.91,4445,453571
6569,2025-09-02,Summer Sale,Seasonal,Facebook,Central,Mobile,Loyal,62380,2.45,18.41,3388,138286
